"","Vpn.Nr","sz1_1","sz1_2","sz1_3","sz1_4","sz1_5","sz1_6","sz1_7","sz1_8","sz1_9","sz2_1","sz2_2","sz2_3","sz2_4","sz2_5","sz2_6","sz2_7","sz2_8","sz2_9","uni_1","uni_2","uni_3","uni_4","uni_5","uni_6","uni_7","bf_1","bf_2","bf_3","bf_4","bf_5","bf_6","bf_7","bf_8","bf_9","bf_10","bf_11","bf_12","bf_13","bf_14","bf_15","bf_16","bf_17","bf_18","bf_19","bf_20","int_stat","int_it","sw_stat","sw_r","lezu_1","lezu_2","lezu_3","lezu_4","lezu_5","prok_1","prok_2","prok_3","prok_4","prok_5","prok_6","prok_7","prok_8","prok_9","prok_10","berufswunsch","berufswunsch_sonst","nebenjob","abi","geschl","alter","groesse","anz.geschw","bland","erq_1","erq_2","erq_3","erq_4","erq_5","erq_6","erq_7","erq_8","erq_9","erq_10","ros_1","ros_2","ros_3","ros_4","ros_5","ros_6","ros_7","ros_8","ros_9","ros_10","uni_1.f","uni_2.f","uni_3.f","uni_4.f","uni_5.f","uni_6.f","uni_7.f","berufswunsch.f","nebenjob.f","geschl.f","bland.f","prok_2.r","prok_3.r","prok_5.r","prok_7.r","prok_8.r","ros_2.r","ros_5.r","ros_6.r","ros_8.r","ros_9.r","SZ1_INH","SZ1_BED","SZ1_BEL","SZ2_INH","SZ2_BED","SZ2_BEL","BF_EXT","BF_VER","BF_GEW","BF_NEU","BF_OFF","LEZU","PROK","REAP","SUPP","SW"
"188",188,3,1,4,4,2,4,4,2,3,4,2,3,4,2,3,4,1,3,2,2,2,1,2,2,2,3,3,5,5,4,4,5,4,4,5,4,4,3,4,4,2,3,4,5,5,5,4,4,2,5,4,5,4,1,2,2,3,3,3,3,3,2,2,3,3,NA,1,1.7,1,21,169,1,11,6,3,2,4,5,2,5,4,3,5,3,2,4,3,1,2,3,3,1,3,"ja","ja","ja","nein","ja","ja","ja","Wirtschaftspsychologie","ja","weiblich","RP",3,2,2,2,3,3,4,3,2,4,3.66666666666667,1.66666666666667,3.66666666666667,4,1.66666666666667,3,3,3.5,4.75,4.75,4,3.8,2.5,4.5,3,3.2
"189",189,5,2,4,5,1,3,5,3,5,5,4,2,5,3,4,5,3,5,1,1,2,1,1,1,1,2,4,5,5,4,2,4,3,5,5,4,3,3,5,4,2,3,3,5,4,2,2,1,3,5,5,7,4,7,3,2,4,3,3,4,3,4,2,1,4,NA,2,1.7,1,19,178,4,1,2,4,4,1,5,1,6,5,4,6,4,3,4,3,1,3,4,3,1,3,"nein","nein","ja","nein","nein","nein","nein","Forschung","nein","weiblich","BW",3,1,2,2,1,2,4,2,2,4,5,2,4,5,3.33333333333333,3.66666666666667,2.25,3.5,4.25,4.5,4.25,5.6,2.2,4.66666666666667,2.5,3.2
"190",190,4,5,4,5,2,2,4,2,3,5,5,1,5,2,2,4,3,3,1,2,2,2,2,2,2,5,4,5,3,3,4,5,5,3,3,5,3,4,3,3,2,4,3,4,5,1,1,3,3,7,7,7,7,6,2,2,2,3,4,1,3,2,2,1,5,"Selbstst‰ndigkeit ",1,3,1,20,184,1,11,5,3,5,2,3,2,5,4,6,5,4,2,3,3,1,1,4,1,2,3,"nein","ja","ja","ja","ja","ja","ja","sonstiges","ja","weiblich","RP",3,3,1,2,3,3,4,4,4,3,4.33333333333333,3,3,4.66666666666667,3.33333333333333,2,3.75,4,5,3.25,3,6.8,2.1,4.5,3.25,3.5
"191",191,4,4,3,5,3,2,5,3,5,5,4,3,5,3,2,5,4,4,2,2,1,2,2,2,1,5,5,4,4,3,4,4,4,3,5,4,4,4,3,5,4,5,3,5,4,3,3,3,3,5,5,6,6,6,3,3,3,3,4,3,4,4,3,2,1,NA,2,1.3,2,23,178,1,10,6,2,6,2,3,2,7,7,1,7,3,3,4,3,1,2,4,2,2,4,"ja","ja","nein","ja","ja","ja","nein","klinische Psychologie","nein","m‰nnlich","NW",2,2,1,1,1,2,4,3,3,3,4.66666666666667,3.33333333333333,3.33333333333333,5,3.66666666666667,3,4.25,4.75,4,4.5,3,5.6,2.1,6,1.75,3.3
"192",192,4,4,3,4,2,1,4,2,2,4,3,2,4,3,2,4,2,1,2,2,1,1,2,1,1,3,5,4,2,4,3,4,4,4,2,5,3,4,4,5,5,4,4,4,5,3,3,4,4,6,6,6,6,4,2,3,2,2,3,1,3,3,1,1,5,"Sportpsychologie",2,1.6,2,26,170,1,10,6,4,6,5,4,4,5,4,4,4,4,1,3,3,1,1,3,1,1,3,"ja","ja","nein","nein","ja","nein","nein","sonstiges","nein","m‰nnlich","NW",2,3,2,2,2,4,4,4,4,4,4,2.66666666666667,2,4,2.66666666666667,1.66666666666667,3.75,4.5,4.5,2.75,4,5.6,1.8,4.83333333333333,4.25,3.6
"193",193,4,2,2,5,1,4,4,2,2,5,2,2,4,1,2,5,2,2,1,2,2,2,2,1,2,4,4,5,3,4,3,4,5,4,2,4,2,2,3,4,2,5,4,4,3,3,3,4,4,6,7,5,6,5,2,2,3,2,3,1,3,3,2,1,3,NA,1,1.5,1,19,174,2,11,3,4,3,2,5,4,6,5,5,4,3,2,3,3,2,2,3,3,2,3,"nein","ja","ja","ja","ja","nein","ja","Wirtschaftspsychologie","ja","weiblich","RP",3,2,2,2,2,3,3,3,2,3,4.33333333333333,1.66666666666667,2.66666666666667,4.66666666666667,1.66666666666667,2,2.75,4.5,4,2.75,3.75,5.8,1.9,4.33333333333333,3.75,2.9
"194",194,5,2,1,5,1,1,5,1,2,5,2,1,5,1,1,5,1,1,1,2,2,2,2,2,2,5,4,4,2,4,4,4,4,4,2,5,4,4,2,4,4,4,4,3,5,2,1,4,2,6,6,6,6,6,2,2,1,2,4,1,3,3,2,2,1,NA,2,1.6,1,20,173,1,1,6,3,6,2,3,2,4,4,3,5,4,2,4,4,2,1,4,2,2,4,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","weiblich","BW",3,4,1,2,2,3,3,4,3,3,5,1.33333333333333,1.33333333333333,5,1.33333333333333,1,4.25,4,4.5,2.75,3.5,6,2.1,4.66666666666667,2.5,3.6
"195",195,4,3,1,5,2,3,4,1,4,4,3,3,4,2,3,4,1,3,1,1,2,1,2,1,2,4,5,4,4,3,5,4,5,3,4,4,3,3,3,5,2,4,3,5,3,3,4,2,2,3,3,2,6,1,3,3,2,3,2,3,2,2,3,2,1,NA,2,1.7,1,21,180,2,17,5,5,5,3,2,5,5,2,6,5,2,4,3,3,2,4,2,3,3,2,"nein","nein","ja","nein","ja","nein","ja","klinische Psychologie","nein","weiblich","Ausland",2,3,3,3,3,1,3,1,2,2,4.33333333333333,2,2.66666666666667,4,2,3,3.5,4.75,3.75,4,3,3,2.8,4,4.75,2.1
"196",196,5,2,1,5,1,2,5,2,1,5,2,2,5,1,1,5,2,1,1,2,2,2,2,2,2,5,4,4,2,4,5,4,4,4,1,4,3,5,4,5,4,5,4,2,4,2,1,3,2,6,6,7,6,5,2,3,2,2,3,2,3,4,2,1,5,"forensische/ Kriminalpsychologie",1,1.4,1,20,183,1,10,5,3,7,1,4,3,6,3,5,5,3,1,4,3,1,2,4,3,1,3,"nein","ja","ja","ja","ja","ja","ja","sonstiges","ja","weiblich","NW",2,3,2,2,1,4,4,3,2,4,5,1.66666666666667,1.33333333333333,5,1.66666666666667,1.33333333333333,4.75,4.5,4,2,4,6,1.9,5,3,3.4
"197",197,4,2,4,5,1,3,4,1,3,5,1,4,5,2,2,4,1,3,1,2,2,2,2,1,1,3,5,3,3,4,5,4,5,4,4,4,3,4,4,5,4,5,4,4,4,3,3,4,3,5,6,6,6,6,3,2,2,3,3,1,3,3,2,2,1,NA,1,1.5,1,22,165,1,11,5,2,6,1,4,2,5,4,3,6,3,2,3,3,1,2,4,1,1,3,"nein","ja","ja","ja","ja","nein","nein","klinische Psychologie","ja","weiblich","RP",3,3,2,2,2,3,4,3,4,4,4.33333333333333,1.33333333333333,3.33333333333333,4.66666666666667,1.33333333333333,3,4,5,3.75,3.5,4,5.8,2.3,5,2,3.4
"198",198,5,1,3,4,2,2,5,1,4,4,1,4,5,2,2,5,2,2,1,2,2,1,2,1,2,5,4,4,2,4,4,4,4,4,4,4,3,4,4,3,4,3,4,5,4,4,4,4,3,4,6,4,4,2,4,3,1,3,4,2,4,2,4,4,1,NA,2,1.7,1,26,167,1,11,4,2,5,3,4,2,4,2,2,2,2,3,3,3,2,3,3,4,3,2,"nein","ja","ja","nein","ja","nein","ja","klinische Psychologie","nein","weiblich","RP",2,4,1,1,3,2,3,2,1,2,4.66666666666667,1.33333333333333,3,4.66666666666667,1.66666666666667,2.66666666666667,4.25,3.5,4,3.5,4,4,2.8,3.5,2.25,2.3
"199",199,5,3,4,5,4,2,5,3,4,4,4,3,5,2,3,5,3,3,1,1,1,2,2,1,1,2,4,4,4,4,2,4,4,3,4,4,3,3,4,4,2,4,4,4,4,2,2,2,3,6,6,5,6,5,3,2,4,3,3,3,3,4,4,2,1,NA,2,1.6,1,22,185,1,10,5,3,5,1,3,4,5,4,6,5,3,2,3,3,2,2,3,3,3,2,"nein","nein","nein","ja","ja","nein","nein","klinische Psychologie","nein","weiblich","NW",3,1,2,2,1,3,3,3,2,2,5,3.33333333333333,3.33333333333333,4.66666666666667,3,3,2.25,4,4,3.75,3.75,5.6,2.4,4.5,3.5,2.7
"200",200,5,3,4,5,2,5,5,2,4,5,4,2,4,2,4,5,2,3,1,2,2,2,2,2,2,4,4,4,5,5,3,3,4,4,5,4,5,5,4,4,5,5,4,5,5,3,4,2,3,3,6,2,4,5,3,2,2,4,3,4,3,3,3,4,1,NA,1,2.1,1,23,170,1,1,4,2,2,1,2,2,3,2,2,3,2,2,4,4,2,2,3,4,2,3,"nein","ja","ja","ja","ja","ja","ja","klinische Psychologie","ja","weiblich","BW",3,3,2,2,2,3,3,3,1,3,5,2.33333333333333,4.33333333333333,4.66666666666667,2.66666666666667,3,4.25,4.25,4,5,4.25,4,3,2.66666666666667,1.75,2.9
"201",201,4,2,3,4,2,3,5,2,4,4,2,4,4,2,3,5,2,4,1,1,2,2,2,2,2,4,4,4,4,4,3,4,4,4,5,5,2,4,3,3,2,4,3,4,4,1,1,3,3,6,6,6,6,6,1,2,4,2,4,2,3,3,1,1,1,NA,1,1.6,1,19,166,1,7,3,5,3,2,1,3,5,5,3,5,3,2,3,3,1,3,3,2,1,3,"nein","nein","ja","ja","ja","ja","ja","klinische Psychologie","ja","weiblich","HE",3,1,1,2,2,3,4,2,3,4,4.33333333333333,2,3.33333333333333,4.33333333333333,2,3.66666666666667,3.25,3.75,4.25,3.75,3.5,6,1.6,3.66666666666667,3.25,3.1
"202",202,3,2,2,3,2,2,3,2,4,4,2,2,5,1,2,5,1,2,1,2,2,1,2,2,2,4,3,3,2,3,4,4,3,3,2,3,4,4,3,4,5,4,4,2,3,3,2,2,2,5,6,5,4,5,4,3,2,3,2,2,2,3,2,2,3,NA,2,2,1,29,186,2,10,5,6,4,4,3,4,5,3,6,5,4,2,3,3,1,2,2,1,1,3,"nein","ja","ja","nein","ja","ja","ja","Wirtschaftspsychologie","nein","weiblich","NW",2,3,3,3,2,3,4,3,4,4,3,2,2.66666666666667,4.66666666666667,1.33333333333333,2,4.25,3.5,3.25,2.5,3.25,5,2.6,4.16666666666667,5,3.3
"203",203,5,2,1,5,1,1,4,1,3,5,2,2,5,1,1,5,1,2,2,2,2,2,2,2,2,4,5,4,2,4,5,4,5,4,3,5,3,4,3,5,4,5,4,3,4,3,3,4,3,7,6,7,7,4,2,3,3,2,4,1,3,4,3,2,1,NA,2,1.6,2,22,165,1,7,6,2,6,1,6,1,6,5,2,7,4,1,3,3,1,1,4,2,1,4,"ja","ja","ja","ja","ja","ja","ja","klinische Psychologie","nein","m‰nnlich","HE",2,2,1,2,1,4,4,4,3,4,4.66666666666667,1.33333333333333,1.66666666666667,5,1.33333333333333,1.66666666666667,4.25,5,4.25,2.75,3.75,6.2,1.8,6,1.5,3.7
"204",204,5,2,5,3,4,2,5,2,4,5,2,4,3,3,2,5,2,4,2,2,1,2,2,1,1,3,3,4,2,4,4,4,4,4,4,3,4,4,4,4,3,4,4,4,3,1,2,2,2,7,7,6,5,5,4,3,3,4,2,3,2,2,4,3,1,NA,1,1.4,1,22,168,1,1,5,2,5,2,6,3,3,3,3,3,3,2,3,4,2,2,3,2,2,3,"ja","ja","nein","ja","ja","nein","nein","klinische Psychologie","ja","weiblich","BW",2,2,3,3,3,3,3,3,3,3,4.33333333333333,2.66666666666667,3.66666666666667,4.33333333333333,2.33333333333333,3.33333333333333,3.5,3.75,3.5,3.5,4,6,3.1,4.16666666666667,2.5,3.1
"205",205,5,3,2,4,2,2,5,1,4,5,3,2,4,2,1,5,1,4,2,2,2,1,2,2,2,4,3,4,2,4,4,4,3,4,2,4,5,4,3,3,4,4,3,3,4,1,1,2,2,5,6,6,6,4,1,3,4,2,4,2,4,4,1,1,5,"noch unsicher",1,1.8,1,19,167,2,10,6,2,6,1,4,1,5,5,1,6,4,1,3,3,1,1,4,1,1,3,"ja","ja","ja","nein","ja","ja","ja","sonstiges","ja","weiblich","NW",2,1,1,1,1,4,4,4,4,4,4.66666666666667,2,2.66666666666667,4.66666666666667,2,2.33333333333333,4,3.25,4,3,3.5,5.4,1.3,5.33333333333333,1.25,3.7
"206",206,4,1,2,4,1,3,3,2,4,3,2,2,3,2,4,3,1,4,1,1,2,2,2,1,2,3,3,5,4,3,4,3,4,3,4,5,4,4,4,2,3,4,3,4,4,1,1,2,3,4,5,4,7,6,1,3,3,1,3,1,3,3,1,1,3,NA,1,1.6,1,19,165,1,11,4,2,3,3,6,3,5,5,3,5,3,3,3,3,2,2,3,2,2,2,"nein","nein","ja","ja","ja","nein","ja","Wirtschaftspsychologie","ja","weiblich","RP",2,2,2,2,2,2,3,3,3,3,3.66666666666667,1.33333333333333,3,3,1.66666666666667,3.33333333333333,3.5,3.25,4.25,4,3.25,5.2,1.5,4.66666666666667,2.75,2.8
"207",207,4,2,2,4,1,2,4,2,2,5,2,2,4,1,1,5,2,3,1,2,1,2,2,1,1,4,4,4,2,4,5,4,4,4,3,5,2,4,3,4,2,4,4,3,4,3,3,3,4,6,6,7,6,6,3,3,2,2,4,3,3,3,2,2,1,NA,2,2.5,1,19,181,1,11,6,4,6,4,5,5,6,4,6,6,3,2,3,3,1,1,3,3,1,3,"nein","ja","nein","ja","ja","nein","nein","klinische Psychologie","nein","weiblich","RP",2,3,1,2,2,3,4,4,2,4,4,1.66666666666667,2,4.66666666666667,1.66666666666667,2,3.75,4,4.25,2.5,3.75,6.2,2.2,5.5,4.75,3.2
"208",208,5,1,2,5,2,2,5,1,3,5,1,1,5,1,1,5,1,3,1,2,2,1,2,1,2,4,5,4,2,3,5,4,4,3,2,4,1,5,4,5,2,4,4,3,3,3,3,2,3,7,7,7,7,6,3,3,3,2,4,3,4,3,4,3,3,NA,2,2.6,1,22,180,2,1,2,1,2,1,5,6,7,7,4,7,4,1,3,4,2,1,4,2,1,4,"nein","ja","ja","nein","ja","nein","ja","Wirtschaftspsychologie","nein","weiblich","BW",2,2,1,1,2,4,3,4,3,4,5,1.33333333333333,2.33333333333333,5,1,1.66666666666667,4,4.5,3.75,2,3.5,6.8,2.3,5,3,3.7
"209",209,4,2,2,5,2,3,5,2,4,4,4,3,5,1,3,5,2,3,1,2,2,1,2,2,2,4,4,4,3,4,4,4,3,4,4,5,4,4,4,3,3,4,3,3,4,3,2,4,4,4,5,5,6,6,1,4,3,2,3,1,3,3,2,4,5,"Forensische Psychologie",2,1.7,1,20,181,1,1,5,3,6,4,5,3,5,4,3,4,4,1,3,3,1,1,4,2,2,3,"nein","ja","ja","nein","ja","ja","ja","sonstiges","nein","weiblich","BW",1,2,2,2,2,4,4,4,3,3,4.66666666666667,2,3,4.66666666666667,2.33333333333333,3,3.75,3.5,4.25,3.5,3.75,5.2,1.9,4.83333333333333,3.25,3.5
"210",210,4,2,3,4,3,2,3,4,1,4,2,3,4,2,2,3,3,1,1,2,2,2,2,2,2,3,2,1,2,3,2,1,2,3,2,1,2,3,4,2,2,2,2,2,1,3,2,3,3,2,5,2,5,2,2,3,3,2,4,2,3,2,3,2,3,NA,1,2.6,1,18,165,0,11,6,2,6,2,4,4,5,5,5,5,2,3,3,3,2,3,3,3,3,2,"nein","ja","ja","ja","ja","ja","ja","Wirtschaftspsychologie","ja","weiblich","RP",2,2,1,2,3,2,3,2,2,2,3.66666666666667,3,2,3.66666666666667,2.33333333333333,2,2.5,2,1,2,3,3.2,2.1,5.16666666666667,3.25,2.4
"211",211,4,2,4,5,2,4,4,2,4,5,2,2,5,2,2,5,2,3,1,2,2,1,2,2,2,4,5,3,5,5,5,3,5,5,5,3,4,4,3,4,4,4,2,4,2,3,4,4,4,6,6,6,4,3,2,2,2,3,2,2,3,3,3,1,1,NA,2,2.7,1,21,172,3,10,5,2,5,2,2,2,5,3,5,2,3,2,4,4,1,2,4,2,1,4,"nein","ja","ja","nein","ja","ja","ja","klinische Psychologie","nein","weiblich","NW",3,3,3,2,2,3,4,3,3,4,4.33333333333333,2,4,5,2,2.33333333333333,4.25,4.5,2.75,4.5,3.75,5,2.4,3.66666666666667,2.75,3.6
"212",212,4,2,2,4,5,3,4,1,4,5,3,2,4,5,3,5,1,3,1,2,2,2,2,1,1,1,4,4,2,4,1,3,4,5,2,3,4,2,5,4,4,4,5,5,4,4,5,5,4,5,6,5,4,5,4,3,2,3,2,4,4,3,4,3,4,NA,2,1.7,2,20,160,1,10,3,6,2,7,5,7,6,6,6,5,3,3,2,3,3,2,2,1,2,2,"nein","ja","ja","ja","ja","nein","nein","Forschung","nein","m‰nnlich","NW",2,3,3,1,2,2,2,3,4,3,4,2.66666666666667,3,4.66666666666667,3,2.66666666666667,2,4,3.5,3.25,4.75,5,2.9,4.5,6.5,2.6
"213",213,4,1,1,5,1,4,5,1,4,5,1,5,5,1,1,5,1,4,2,2,2,1,2,2,1,4,5,4,3,4,4,4,4,4,2,4,3,4,2,5,4,4,4,4,4,1,1,1,2,6,7,7,7,4,3,1,1,4,2,3,2,2,3,3,4,NA,2,1.7,1,19,167,3,9,5,2,4,1,2,2,2,3,5,4,4,3,4,4,1,3,4,2,1,3,"ja","ja","ja","nein","ja","ja","nein","Forschung","nein","weiblich","NI",4,4,3,3,3,2,4,2,3,4,4.66666666666667,1,3,5,1,3.33333333333333,4,4.5,4,3,3.5,6.2,3.3,3.33333333333333,2.5,3.4
"214",214,3,4,4,3,2,4,3,1,4,3,1,4,5,4,5,3,2,5,1,1,2,2,2,1,2,5,5,4,5,2,5,4,4,3,4,3,4,5,4,5,5,3,4,4,3,4,3,4,1,3,2,2,4,4,4,2,1,4,3,4,1,1,4,2,1,NA,2,2,2,24,177,1,11,4,2,7,2,2,2,7,2,2,2,2,3,4,2,2,3,2,4,3,2,"nein","nein","ja","ja","ja","nein","ja","klinische Psychologie","nein","m‰nnlich","RP",3,4,2,4,4,2,3,2,1,2,3,2.33333333333333,4,3.66666666666667,2.33333333333333,4.66666666666667,5,4.25,3.5,4.25,3.25,3,3.5,4,2,2.2
"215",215,4,2,1,5,1,1,4,3,1,4,2,1,5,1,1,5,3,1,1,2,2,1,2,1,2,5,4,4,3,4,5,3,3,5,3,3,4,4,3,3,5,3,4,2,4,2,2,4,1,6,6,6,5,6,1,2,1,1,3,2,4,1,1,3,1,NA,1,1.6,1,18,167,1,1,5,2,5,1,5,1,6,3,1,6,4,2,3,3,1,1,4,1,1,4,"nein","ja","ja","nein","ja","nein","ja","klinische Psychologie","ja","weiblich","BW",3,4,2,1,4,3,4,4,4,4,4.33333333333333,2,1,4.66666666666667,2,1,4.75,3.25,3.5,3,4,5.8,2.2,5,1.25,3.7
"216",216,4,4,3,5,3,2,4,3,4,4,4,4,4,2,3,4,3,5,1,2,2,1,2,1,2,2,3,4,4,3,3,4,4,4,4,4,5,4,3,5,3,5,3,4,4,4,2,3,3,6,6,6,7,4,4,3,1,3,3,1,3,2,3,3,5,"Gesundheitspsychologie",1,1.6,1,20,162,2,1,6,5,6,2,1,2,5,5,2,5,3,2,3,3,3,2,2,4,2,3,"nein","ja","ja","nein","ja","nein","ja","sonstiges","ja","weiblich","BW",2,4,2,2,3,3,2,3,1,3,4.33333333333333,3.33333333333333,3,4,3,4,3,4.25,4,4.25,3.25,5.8,2.7,4.66666666666667,2.75,2.6
"217",217,5,1,2,5,2,1,5,1,2,5,1,2,5,2,1,5,1,2,1,2,2,2,2,2,2,4,3,4,3,5,5,5,2,5,3,5,2,5,4,3,5,4,4,2,5,2,2,3,4,6,7,7,6,4,2,2,3,2,3,1,4,3,2,2,5,"Forensische Psychologie",1,1.9,1,20,178,2,9,6,1,6,1,3,2,6,5,2,5,4,1,4,4,1,1,4,2,1,4,"nein","ja","ja","ja","ja","ja","ja","sonstiges","ja","weiblich","NI",3,2,2,1,2,4,4,4,3,4,5,1.33333333333333,1.66666666666667,5,1.33333333333333,1.66666666666667,4.75,3,4.75,2.5,4.5,6,1.9,5.16666666666667,1.5,3.9
"218",218,5,1,2,5,1,1,5,1,2,5,1,2,5,1,1,5,1,2,1,2,2,1,2,1,2,4,4,4,3,4,4,4,4,4,3,5,3,3,3,4,3,5,3,3,5,3,2,2,3,6,6,6,7,6,2,3,2,2,3,1,3,1,2,1,1,NA,1,1.4,1,24,165,2,11,5,2,5,1,3,3,5,4,3,4,3,2,3,3,1,1,3,1,1,3,"nein","ja","ja","nein","ja","nein","ja","klinische Psychologie","ja","weiblich","RP",2,3,2,2,4,3,4,4,4,4,5,1,1.66666666666667,5,1,1.66666666666667,3.5,4.25,4.5,3,3.5,6.2,2.1,4.33333333333333,2.25,3.4
"219",219,3,3,4,4,5,2,4,2,3,3,4,2,3,5,3,4,3,2,1,2,2,1,2,2,2,4,5,3,5,4,3,4,5,5,5,5,5,3,3,4,4,4,3,5,3,3,2,2,2,6,6,4,4,3,3,2,1,3,4,2,1,3,3,2,2,NA,2,3.1,1,19,168,1,1,5,5,5,3,5,3,4,4,4,4,3,3,4,3,1,3,3,4,4,3,"nein","ja","ja","nein","ja","ja","ja","p‰dagogische Psychologie","nein","weiblich","BW",3,4,1,4,2,2,4,2,1,1,3.66666666666667,3.33333333333333,3,3.33333333333333,4,2.33333333333333,3.5,4.5,3.75,5,3.75,4.6,2.7,4.5,3.75,2.6
"220",220,5,4,3,4,1,3,5,2,4,4,5,4,4,2,4,5,3,4,1,2,2,2,2,1,1,2,5,4,5,3,4,4,4,3,4,5,1,4,2,5,4,4,3,4,3,4,4,3,3,6,7,6,5,3,3,1,2,3,2,4,2,2,4,3,2,NA,2,1.4,1,18,160,1,11,6,5,6,2,2,5,5,1,4,5,3,1,3,3,2,1,4,2,1,3,"nein","ja","ja","ja","ja","nein","nein","p‰dagogische Psychologie","nein","weiblich","RP",4,3,3,3,3,4,3,4,3,4,4.66666666666667,2.33333333333333,3.33333333333333,4.33333333333333,3.33333333333333,4,3.5,4.5,4,3.5,2.75,5.4,3.3,4.16666666666667,4,3.4
"221",221,4,2,1,5,1,1,5,2,2,5,1,1,5,1,1,5,1,1,1,2,2,2,2,2,2,4,5,3,5,4,4,3,5,4,2,4,4,4,4,5,4,4,4,4,4,2,1,3,3,7,7,7,7,6,2,2,1,2,3,2,3,3,4,2,3,NA,2,1.6,1,19,180,1,11,6,2,4,1,5,2,5,3,2,5,3,2,4,4,1,1,4,2,1,4,"nein","ja","ja","ja","ja","ja","ja","Wirtschaftspsychologie","nein","weiblich","RP",3,4,2,2,2,3,4,4,3,4,4.66666666666667,1.66666666666667,1.33333333333333,5,1,1,4,4.75,3.5,3.75,4,6.8,2.5,4.66666666666667,1.75,3.7
"222",222,2,1,2,2,1,2,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,2,2,2,5,5,4,3,3,5,4,5,3,2,4,2,5,3,5,4,5,4,2,3,5,4,5,5,4,7,6,7,4,4,3,1,1,4,2,4,2,1,1,1,NA,1,2.2,1,20,163,2,1,7,3,6,1,5,7,7,6,6,7,4,1,4,4,1,1,4,2,1,4,"nein","nein","ja","ja","ja","ja","ja","klinische Psychologie","ja","weiblich","BW",2,4,1,1,3,4,4,4,3,4,2,1,1.66666666666667,1.66666666666667,1,1.66666666666667,4.75,5,3.75,2.25,3.25,5.6,2,6.33333333333333,4.25,3.9
"223",223,5,2,2,5,2,1,5,2,2,5,3,2,5,1,1,5,1,1,1,2,2,1,2,2,2,2,4,4,2,5,3,3,4,5,2,4,4,3,4,3,2,5,4,4,4,1,1,2,2,5,5,6,4,4,2,3,3,2,3,1,3,2,2,2,1,NA,1,1.7,2,21,162,2,11,5,6,6,4,5,6,6,5,6,5,3,2,4,4,1,2,4,1,1,4,"nein","ja","ja","nein","ja","ja","ja","klinische Psychologie","ja","m‰nnlich","RP",2,2,2,2,3,3,4,3,4,4,5,2,1.66666666666667,5,1.66666666666667,1.33333333333333,2.5,4,3.75,3,4.5,4.8,2,5.33333333333333,5.5,3.7
"224",224,5,4,2,3,4,2,5,2,3,5,5,2,5,3,2,4,2,3,1,2,2,1,2,2,2,4,4,4,2,4,3,5,4,4,3,5,5,4,3,3,5,4,4,5,5,1,1,3,2,6,7,6,7,3,1,3,4,2,3,2,4,4,2,2,1,NA,2,1.6,1,20,183,2,16,4,6,2,2,4,3,6,2,5,2,3,1,4,4,1,2,3,2,1,3,"nein","ja","ja","nein","ja","ja","ja","klinische Psychologie","nein","weiblich","TH",2,1,2,1,1,4,4,3,3,4,4.33333333333333,3.33333333333333,2.33333333333333,4.66666666666667,3.33333333333333,2.33333333333333,4,3.75,4.75,3.75,3.75,5.8,1.6,3.33333333333333,4,3.5
"225",225,4,3,2,5,3,1,4,2,3,4,3,2,5,4,2,5,2,4,1,2,2,2,2,1,2,3,4,5,4,5,3,4,5,5,4,5,2,3,5,4,2,4,4,4,4,2,2,4,3,6,6,7,6,5,3,4,3,3,3,2,4,3,3,1,1,NA,2,2.1,1,22,164,1,12,6,5,3,1,7,3,6,5,3,5,3,1,4,4,1,1,4,1,1,3,"nein","ja","ja","ja","ja","nein","ja","klinische Psychologie","nein","weiblich","SL",1,2,2,1,2,4,4,4,4,4,4.33333333333333,2.66666666666667,2,4.66666666666667,3,2.66666666666667,2.75,4.25,4.5,3.5,4.75,6,2,5.33333333333333,3,3.8
"226",226,3,4,4,4,2,2,3,2,4,4,3,3,4,4,3,4,3,4,1,1,1,1,2,2,2,5,5,2,3,4,4,1,5,4,4,3,4,4,4,4,4,5,5,5,3,5,4,4,3,7,7,7,5,6,4,2,1,4,2,4,1,4,4,4,5,"Neuropsychologie",2,1.6,1,20,170,1,10,6,3,5,2,6,6,6,5,6,6,3,4,2,1,4,4,2,4,3,2,"nein","nein","nein","nein","ja","ja","ja","sonstiges","nein","weiblich","NW",3,4,3,4,1,1,1,1,1,2,3.33333333333333,2.66666666666667,3.33333333333333,4,3.33333333333333,3.33333333333333,4.25,4.75,2.25,4,4.25,6.4,3.5,5.66666666666667,4.25,1.6
"227",227,5,3,1,5,1,1,5,1,4,5,4,3,5,1,1,5,3,4,1,2,1,1,2,2,2,5,5,3,3,4,5,4,5,4,3,5,3,5,3,4,4,5,3,3,3,2,1,2,3,6,5,6,5,4,1,3,1,2,4,2,4,4,2,3,1,NA,2,1.6,1,19,170,2,1,4,1,4,7,2,1,4,6,1,6,4,1,4,4,1,1,4,1,1,4,"nein","ja","nein","nein","ja","ja","ja","klinische Psychologie","nein","weiblich","BW",2,4,1,1,1,4,4,4,4,4,5,1.66666666666667,2,5,2.66666666666667,2.66666666666667,4.75,4.75,3.75,3,3.5,5.2,1.9,4.33333333333333,2.5,4
